,track_name,artist_name,album_name,genre,duration_ms,popularity,explicit,track_id,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
11135,Time 4 Sumaksion,Redman,Whut? The Album,hardcore,204800,54,True,7Afjy65bIVBMpFwCLTiuEe,7xTKLpo7UCzXSnlH7fOIoM,0.847,0.807,11,-7.548,0,0.378,0.185,0.0,0.514,0.698,102.857
11136,Hunter The Hungry Is Gon’ Eat,The Lonely Island,Popstar: Never Stop Never Stopping,comedy,122640,34,True,3bqRhx2EMGZCqftZm5CjKY,1f5GqyOPo0CkotzzRwviBu,0.675,0.838,11,-5.12,0,0.367,0.0469,0.0,0.356,0.721,145.443
11137,Gumshield,DON BROCO,Amazing Things,british,217224,52,False,7dC1ODfFU31b77PQWgQ21M,1aOt6LvXOV6I8dv1A5Diia,0.493,0.942,9,-3.758,1,0.273,0.00256,0.0,0.246,0.358,145.937
11138,Wishful Drinking (with Sam Hunt),Ingrid Andress,Wishful Drinking (with Sam Hunt),country,194544,73,False,3HGnIIdHYIbkowzLk8UHbE,0jPnVIasXzBYjrlpO5irii,0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018
11139,Fountain (I Am Good) - Live,Mosaic MSC,HUMAN (Live),world-music,318874,45,False,0rrDGNRps64Pgz1Gw6AYBi,4hAridhpYF50cbO6o7jB3b,0.445,0.577,5,-8.285,1,0.0355,0.0206,1.28e-05,0.253,0.116,139.963
11140,The Volga Flows,Vladimir Troshin,"Moscow Nights: Popular Russian Hits, Vol. 1 (CD edition)",romance,257000,13,False,7dAIBunbWVUozplkrOhQ22,6tcdpQn32WlzB81qhAZxDB,0.41,0.129,4,-21.614,0,0.0483,0.869,0.00876,0.099,0.283,122.162
11141,Cairngorm,Little Symphony,Jasper,guitar,128201,41,False,0Fdk9FgZJodhV8u0sZjPy8,4SCWiQbJCMTHK737aNUqBJ,0.163,0.523,0,-23.036,1,0.125,0.888,0.991,0.0942,0.142,110.694
11142,Just A Gigolo / I Ain't Got Nobody - Medley / Remastered 2002,Louis Prima,The Wildest! (Expanded Edition),blues,284893,56,False,0NI42v4l2AxIbgoIrWKiBU,52lBOxCxbJg0ttXEW9CQpW,0.519,0.638,8,-5.226,1,0.0942,0.683,0.0,0.0561,0.67,124.878
11143,Die einsame Zypresse,Adeben,Die einsame Zypresse,guitar,203863,47,False,56Bwb6U1AQVx56ml7I6ue1,5cSY1JVvW3EoDFLfjuEBkg,0.592,0.0898,2,-18.51,0,0.0572,0.988,0.926,0.108,0.11,76.707
11144,Asshole,Denis Leary,No Cure For Cancer,comedy,266173,49,False,5i0BBU8OZdD7EkYeA5WrSq,1dHjpeh9OKBf1Jfg8dmO1T,0.378,0.664,2,-10.652,1,0.249,0.554,0.0,0.154,0.649,172.866
11145,Again (Fullmetal Alchemist Brotherhood),Kato,Anime & Chill,anime,103946,46,False,4AGtu7sUJLU130YQrq6B1d,3yTNaLgtCufxUYDsWa5MpA,0.809,0.126,4,-11.467,0,0.0477,0.831,0.958,0.112,0.29,99.969
11146,Inner Voices,Awkwafina,In Fina We Trust,comedy,162407,31,True,1BdkUdAKohqqjwE2UAU9MJ,3SmyWs7ou3udD8gtM0Z6Vx,0.618,0.329,0,-11.064,1,0.463,0.0844,2.22e-06,0.23,0.375,94.189
11147,Heartbeat (BTS World Original Soundtrack),BTS,BTS WORLD (Original Soundtrack),k-pop,253303,68,False,5EgYDyMDCi8X0zDydTF7Rb,3Nrfpe0tUJi4K4DXYWgMUX,0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094
11148,On The Ground,ROSÉ,R,k-pop,168085,70,False,2pn8dNVSpYnAtlKFC8Q0DJ,3eVa5w3URK5duf6eyVDbu9,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7
11149,What's Love Got to Do with It - 2015 Remaster,Tina Turner,Private Dancer (30th Anniversary Issue),disco,230240,64,False,3ErsOxqe2RmXkR65wkygDz,1zuJe6b1roixEKMOtyrEak,0.855,0.48,1,-8.902,1,0.0588,0.254,2.16e-05,0.151,0.798,97.793
11150,Into You (feat. Tamia) - Early Fade Main Mix Amended,Fabolous,Street Dreams,hardcore,264680,49,False,2Qsbno7Ko4J1l9hGPs5m6b,0YWxKQj2Go9CGHCp77UOyy,0.673,0.521,7,-8.42,0,0.0328,0.253,0.0,0.26,0.555,91.161
11151,Time Machine,Midnight Fusic,When Love Was Around EP,malay,322447,30,False,5zkpedSSD6VtfwHOwQIHZV,3qzktAIByIWbxVB5XjxpqL,0.547,0.72,7,-6.235,1,0.0354,0.0333,1.1e-05,0.17,0.233,119.96
11152,Untukmu Aku Bertahan,Afgan,"L1ve to Love, Love to L1ve",malay,248471,54,False,2BIqdq5nGdZRB6qCS4YHDD,4cgBCGxtlfap2g6jveB7du,0.372,0.377,10,-5.772,1,0.0271,0.609,1.56e-05,0.145,0.22,135.809
11153,4th Grade Math,Tom Papa,Freaked Out,comedy,219190,33,False,7wHuOIfQLWpSs3nNNWassI,6nE9acH1D4T4D7Mx7MG0jJ,0.585,0.958,2,-4.353,1,0.909,0.854,0.0,0.732,0.312,130.609
11154,Я вас любил,Boris Shtokolov,Я встретил вас,romance,211600,0,False,6IoVoGfsiHzv7CuugZ066I,4J7hSYtsE8DCgG7QlVW0HV,0.251,0.247,4,-17.668,1,0.0443,0.973,0.421,0.127,0.125,95.0
11155,Hakuna Matata,Purrple Cat,Lofi Minnie: Focus,chill,168746,59,False,5l5rUCU2QAA1sXTuNPlMHZ,73aKnLT4O8G2pBEfdlQzrE,0.65,0.382,0,-12.34,1,0.0275,0.313,0.881,0.103,0.348,125.035
11156,Set A Fire - Live,Jesus Culture,Live From New York,world-music,315253,54,False,0WFaQNCdmyONO7GIWL8mDZ,0Onvkz1Nbs4wHXXUwOIGk8,0.16,0.563,5,-7.771,1,0.0492,0.0381,0.00297,0.147,0.0859,139.623
11157,Bark,Voilaaa,On te l'avait dit,afrobeat,381387,35,False,7aTuFSruI4YKLQzQl6VL5p,6MQoRoLtsUg7Fzi5nJGmC1,0.867,0.561,2,-10.931,1,0.0667,0.115,0.059,0.0484,0.914,93.007
11158,Nimpkish,Little Symphony,Malcolm Island,guitar,96000,39,False,7a1wqls4qPsDwd0ZGYg2LC,4SCWiQbJCMTHK737aNUqBJ,0.188,0.147,2,-24.184,1,0.0417,0.993,0.908,0.135,0.0351,78.689
11159,Riviera Moon,Jessica Grange,Riviera Moon,guitar,118607,46,False,437RdHmPqM2MC6DfmpGCxJ,7xuui1WSiqWO67RrcHAGJh,0.895,0.0265,2,-19.707,0,0.0904,0.976,0.416,0.107,0.221,117.886
11160,World's First Two Gay Guys,Norm MacDonald,Ridiculous,comedy,304666,32,True,6DTCj2aWuk5RL8LsxErs6L,4zJBJBMBUDWrtXDgG5edS1,0.716,0.346,10,-10.67,0,0.907,0.749,0.0,0.673,0.356,114.966
11161,Ever Be,Aaron Shust,Ever Be,world-music,230093,49,False,15ieUaAegwQRlmEigRUwTv,0oM8RWZXhJYSnzGdepP7fM,0.453,0.729,9,-4.767,1,0.0462,0.00775,0.0,0.12,0.413,144.031
11162,Крошка вилли-винки,Elena Kamburova,Дрёма. Русские колыбельные,romance,117200,10,False,52VyHnnYsCZW7qi0zTsRP8,0gAsyuu4SY5lOgmJxxKcI3,0.577,0.137,0,-16.103,0,0.0626,0.831,0.00026,0.155,0.36,109.733
11163,Up Around The Bend,Creedence Clearwater Revival,Cosmo's Factory,country,161466,70,False,36gPq8WG7tDxrblyGVUCiT,3IYUhFvPQItj6xySrBmZkd,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318
11164,Built By Nations,Greta Van Fleet,The Battle at Garden’s Gate,blues,238985,61,False,3qaRqV7dTbQV2VVMhd0ejd,4NpFxQe2UvRCAjto3JqlSl,0.246,0.945,9,-3.809,1,0.111,0.000905,0.606,0.103,0.318,157.408
11165,Heaven Knows,Five For Fighting,Bookmarks,acoustic,210612,60,False,0qJGlogD7AyMLAJfQ42aI2,7FgMLbnZVrEnir95O0YujA,0.6,0.845,10,-7.076,1,0.0311,0.048,0.0,0.24,0.392,97.631
11166,I'm Down (feat. Pamungkas),Romantic Echoes,I'm Down (feat. Pamungkas),malay,220344,42,False,02PeSeOogkdp6YTzKOCxo7,3VDwfryUiGGszWpyzpwDGJ,0.613,0.535,11,-9.327,1,0.0339,0.557,1.57e-05,0.408,0.587,151.984
11167,Butter,BTS,"Butter (Hotter, Sweeter, Cooler)",k-pop,164441,87,False,1mWdTewIgB3gtBM3TOSFhB,3Nrfpe0tUJi4K4DXYWgMUX,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997
11168,Снился мне сад,Vadim Kozin,"Гори, гори, моя звезда",romance,142197,0,False,3DyfsdO2YIRAdRJ3Ok4wMx,1FI93cUSwAYje8U8aprlbg,0.221,0.169,10,-15.821,1,0.0631,0.992,0.0489,0.133,0.0412,58.679
11169,Whatever It Is,Zac Brown Band,The Foundation,country,208213,65,False,33kKQSeqM2ecEcKF0LNSRT,6yJCxee7QumYr820xdIsjo,0.686,0.576,1,-6.633,1,0.0284,0.443,1.66e-05,0.212,0.72,83.969
11170,The Way I Tend To Be,Frank Turner,Tape Deck Heart (Deluxe Edition),acoustic,221400,39,False,5A0voj1mOH739w0vXHnE7i,27M9shmwhIjRo7WntpT9Rp,0.578,0.902,11,-3.535,1,0.036,0.14,0.0,0.37,0.865,86.166
11171,How Can You Mend a Broken Heart,Al Green,Let's Stay Together,blues,383502,63,False,6lUXneXZ9jc3HSMHgd8oqh,3dkbV4qihUeMsqN4vBGg93,0.467,0.42,4,-6.957,1,0.0398,0.509,2.56e-05,0.0707,0.365,146.512
11172,Bila Rindu,Ruffedge,Defined,malay,342666,40,False,2FK6fAdpuReFkkPJwy1ybW,4tXGHWIchjVRSmjszOty8x,0.572,0.526,9,-5.274,1,0.0264,0.535,0.0,0.131,0.173,111.853
11173,Way Back Home,SHAUN,Take,k-pop,214136,71,False,3NxuezMdSLgt4OwHzBoUhL,72nLe76yBFSlP6VBzME358,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913
11174,Hrs & Hrs,Muni Long,Public Displays Of Affection,dance,204316,76,True,3M5azWqeZbfoVkGXygatlb,7tjVFCxJdwT4NdrTmjyjQ6,0.523,0.521,6,-4.746,1,0.159,0.607,0.0,0.107,0.661,133.953
11175,Always With Me,Otaku,Ghibli Lofi,anime,122416,53,False,4CljbmSSCk6phQX3R8uSLp,4uV63QZhfi1U3oe38acQJA,0.637,0.185,5,-19.779,1,0.0444,0.768,0.934,0.0837,0.653,75.003
11176,GUNSHOT,KARD,KARD 1st Single ‘Way With Words’,k-pop,181480,60,False,4qMt92hgQlJMyJjdI0Nw2h,2JhAlkmukNvarUpGhTFXUQ,0.582,0.77,1,-3.52,1,0.0406,0.00253,0.0,0.198,0.348,135.008
11177,Apetitan,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",anime,331653,51,False,3115D00LQjPPbLqfeuEWES,0Riv2KnFcLZA3JSVryRg4y,0.196,0.737,11,-8.961,0,0.0728,0.00153,0.745,0.0865,0.0898,96.138
11178,Get Up and Get It,Jackie Mittoo,The Keyboard King at Studio One,afrobeat,164693,38,False,4KKLXmRB71huKAf5vS0t9A,6UTUjmko5raD927Hbx960a,0.693,0.664,1,-9.683,1,0.0666,0.0473,0.861,0.0661,0.933,93.483
11179,Where am I,Nito,Journey,guitar,176786,36,False,6rvfF5VtVI4ZEdORSori7l,1v7B6ZWa7QRQS3knn3Jvf4,0.785,0.508,0,-15.771,0,0.0588,0.554,0.75,0.424,0.533,97.477
11180,第三者,Fish Leong,美麗人生,malay,236800,29,False,36OZCLw1MujEYSY52L6Z1R,3aIDSTKS9yH745GUQBxDcS,0.45,0.381,0,-9.147,1,0.0468,0.786,0.0,0.106,0.263,132.203
11181,G'D Up,G-Unit,Beg For Mercy,hardcore,287026,52,True,7yBHF3ehNxm6E3MVY3SWCR,6evKD5JWJON3qPBJtUEmtY,0.681,0.648,11,-3.655,0,0.188,0.0372,0.0,0.199,0.415,83.984
11182,Mr. Follow Follow,Fela Kuti,Zombie,afrobeat,777653,28,False,2AiCYE5GlYpuMufC99doC2,5CG9X521RDFWCuAhlo6QoR,0.719,0.679,10,-7.558,0,0.0626,0.0892,0.532,0.117,0.58,91.394
11183,Stone Cold,Rainbow,Straight Between The Eyes,blues,317306,51,False,7HXYoe65kmrPrJR1r0DGtW,6SLAMfhOi7UJI0fMztaK0m,0.419,0.613,7,-8.995,1,0.0316,0.0523,6.35e-05,0.361,0.733,112.638
11184,Hideaway,E J R M,Hideaway,guitar,176500,42,False,6OnqGANo6yvoHjkgQbqqGC,3LR4QxuUpK1ZwhWc260xAZ,0.371,0.0243,0,-24.319,1,0.0389,0.986,0.806,0.0634,0.0377,70.769
11185,All Night Long (All Night),Lionel Richie,Can't Slow Down,disco,383440,68,False,7gaQtc0vrSpmRJpSMDiPEk,3gMaNLQm7D9MornNILzdSl,0.716,0.556,1,-13.917,1,0.0406,0.111,0.0076,0.0422,0.8,108.828
11186,Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,Grease (The Original Motion Picture Soundtrack),disco,185360,70,False,5BUq9bdtsm3LWw5laJeJ4R,4BoRxUdrcgbbq1rxJvvhg9,0.59,0.338,11,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581
11187,The Low Spark Of High-Heeled Boys,Traffic,The Low Spark Of High Heeled Boys,blues,701240,48,False,1yW6y8RufwB4WEAQeip0tx,1CD77o9fbdyQFrHnUPUEsF,0.528,0.459,9,-12.844,0,0.0291,0.0728,0.00137,0.0547,0.61,107.73
11188,Adorable Racism,Patton Oswalt,Tragedy Plus Comedy Equals Time,comedy,314129,36,True,0IpDmsZTewzKvSFjvJANO9,6YvKo1VtZxCoT8IkbAYswy,0.54,0.815,7,-6.984,1,0.947,0.908,0.0,0.954,0.203,64.683
11189,Nothing's Gonna Change My Love for You,George Benson,20/20,disco,242678,68,False,0vB4Vd6PtkJSEnWsmqATnZ,4N8BwYTEC6XqykGvXXlmfv,0.553,0.614,1,-5.098,1,0.0306,0.764,0.0,0.0811,0.345,136.628
11190,Alabama Haint,Penny and Sparrow,Olly Olly,acoustic,182601,46,False,2Z7yllvjIQhTpCa5909jLs,65o6y7GtoXzchyiJB3r9Ur,0.589,0.422,4,-10.78,0,0.0296,0.868,0.0279,0.0897,0.293,94.968
11191,Get Happy (NVDES Edit) [feat. Blu DeTiger],The Knocks,Get Happy (NVDES Edit) [feat. Blu DeTiger],disco,175680,45,False,2BwmVotuzB5dBokJzgeqLf,2x7EATekOPhFGRx3syMGEC,0.639,0.894,9,-3.26,1,0.0398,0.00016,0.128,0.197,0.961,126.989
11192,Get Down Saturday Night,Oliver Cheatham,Disco Essentials,disco,241906,59,False,0awG4a7t5UrmZZ4PZVNav3,25MNkA39C5jjxApUl812ic,0.865,0.611,11,-11.571,0,0.0573,0.226,0.082,0.0572,0.963,116.545
11193,Birthday - Remastered 2009,The Beatles,The Beatles (Remastered),british,163080,52,False,1ABegtCPBMMJaMpfDyATjE,3WrFJ7ztbogyGnTHbHJFl2,0.541,0.727,2,-7.509,1,0.0384,7.37e-05,0.717,0.232,0.91,139.239
11194,Time Will Reveal,DeBarge,In A Special Way,disco,259493,53,False,5dOAshdEVLDMjHBnlMrX12,6is2U7I1jlI8PjxNZOHIMV,0.711,0.259,0,-13.796,1,0.0359,0.528,0.0,0.0582,0.433,129.75
11195,All My Hope - Live,Passion,Whole Heart (Live),world-music,277920,41,False,0vlrjt3fBV68KuXKLHN6lX,6piIAIurGAryW5h1rqQC16,0.277,0.482,7,-6.741,1,0.034,0.557,0.0,0.678,0.332,92.798
11196,A Day In The Life - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),british,337413,64,False,0hKRSZhUGEhKU6aNSPBACZ,3WrFJ7ztbogyGnTHbHJFl2,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219
11197,Wasting Time,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,blues,224360,53,False,26bn9OCVa4MW826HIIGNfr,02seUFsFQP7TH4hLrTj77o,0.302,0.698,2,-5.702,1,0.0482,0.208,0.00494,0.123,0.393,78.411
11198,Harvest Moon,Poolside,Pacific Standard Time,disco,368783,63,False,35U4PXL3W3XIkAjEUdhr36,5szdY7KaSi7epwyffrbV8c,0.782,0.622,2,-5.832,1,0.0411,0.288,0.53,0.58,0.921,106.022
11199,Better Than I Used To Be,Mat Kearney,CRAZYTALK,acoustic,194626,47,False,68xJcsjiNqoqG18FzHvUDu,2NQEwAVHBNcI0tGMLlWwF1,0.75,0.63,9,-7.684,1,0.13,0.0548,0.000362,0.185,0.55,95.039
11200,Caroline,Steve Martin,“The Long-Awaited Album”,comedy,198080,29,False,3P06pRG3fiBzlFjOPV0WMU,1Bd4UVlqlaKEXYRG3wgrCK,0.69,0.349,0,-6.782,1,0.0315,0.383,1.59e-06,0.174,0.791,135.947
11201,Joue tzigane (Poj Zyganka),Ivan Rebroff,Best of Ivan Rebroff (18 Hits),romance,227760,16,False,5UtkyVR8UmkpOAybv8O3mj,20Vsy9o3aZiJph9al7UyeT,0.269,0.515,8,-8.963,1,0.0426,0.869,0.115,0.166,0.57,137.031
11202,Aw Naw,Chris Young,A.M.,country,188706,63,False,53Dj5PCDhb22qWqmre3YQs,4BYxqVkZyFjtik7crYLg5Q,0.652,0.859,2,-3.746,1,0.0358,0.0639,0.0,0.0777,0.491,109.971
11203,The Rumbling (Eren Jaeger),Daddyphatsnaps,The Rumbling (Eren Jaeger),anime,262446,47,True,3lwngtDD2EdzZ48pKCQ57b,6xini6REf0CP8muuVvDa91,0.621,0.735,8,-6.726,0,0.258,0.0646,0.0,0.139,0.547,138.923
11204,我多喜欢你,Priscilla Abby,我多喜欢你,malay,184166,32,False,1ZW6Zxs0a1dFtaaPe8lc94,0zFBdI3ErhNDcIPAKiGoL0,0.737,0.727,1,-5.069,1,0.0489,0.354,0.0,0.058,0.777,90.035
11205,Knock You Down,Keri Hilson,In A Perfect World...,dance,326186,68,False,58FUwmyGUqkt53YPUcm7cJ,63wjoROpeh5f11Qm93UiJ1,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165
11206,die Zeder,Adeben,die Zeder,guitar,184610,43,False,5IyPSusjmxJFNcFSFJ7Cmp,5cSY1JVvW3EoDFLfjuEBkg,0.552,0.0947,3,-16.757,1,0.0565,0.992,0.94,0.118,0.166,98.983
11207,"Зачем мы перешли на ""ты"" (Из спектакля ""Вкус черешни"")",Maya Kristalinskaya,Поёт Майя Кристалинская,romance,178026,9,False,1Qqx2QCiqVDOcnHk0IZaV1,0XKmwWopgZOC96M1nBgd7y,0.401,0.132,3,-16.577,1,0.0418,0.92,2.44e-05,0.101,0.151,85.54
11208,Hanya Aku,Hyper Act,Impian,malay,200163,47,False,0hlZ8daapg8QHpHsDyaqbg,0zo8fkOQyrawuBfIhy99jb,0.451,0.509,0,-7.234,1,0.0292,0.745,0.0,0.131,0.171,157.978
11209,"That Lady, Pts. 1 & 2",The Isley Brothers,3+3,disco,334386,57,False,46pW0poQYEb2bVaqozGO59,53QzNeFpzAaXYnrDBbDrIp,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318
11210,Cold,Chris Stapleton,Starting Over,country,309853,65,False,24nhOvYX2gk3txBbMzXeUB,4YLtscXsxbVgi031ovDDdh,0.555,0.505,1,-7.334,0,0.0333,0.0519,0.00361,0.148,0.293,117.481
11211,Dirty Laundry,Carrie Underwood,Storyteller,country,204093,63,False,5qRRiqndqXaq2QBudIrkYU,4xFUf1FHVy696Q1JQZMTRj,0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-05,0.111,0.5,200.179
11212,Heartless (feat. Morgan Wallen),Diplo,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,dance,169226,75,True,3FU6urUVsgXa6RBuV2PdRk,5fMUXHkw8R8eOP2RNVYEZX,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033
11213,A Dozen Roses - Live,Rodney Carrington,Morning Wood,comedy,206640,34,True,7cSfBBsQXDTqF4MRpwCxgR,7xsMZdxw6eEJXGTLZulONO,0.437,0.566,4,-13.306,1,0.903,0.858,0.0,0.872,0.423,171.223
11214,The Two of Us,Omar Apollo,Apolonio,chill,152066,54,False,24i3ftE5sMEGsGtclPQPSc,5FxD8fkQZ6KcsSYupDVoSO,0.528,0.653,10,-6.965,0,0.0632,0.599,0.0339,0.247,0.592,178.236
11215,소방차 Fire Truck,NCT 127,NCT #127 - The 1st Mini Album,k-pop,178565,57,False,5hHlmrSV6d9LFMsDA1lamE,7f4ignuCJhLXfZ9giKT7rH,0.724,0.976,1,-3.279,1,0.0602,0.116,1.3e-05,0.352,0.626,110.006
11216,Cherry Pie,Sade,Diamond Life,british,378733,49,False,3b0rbuHtD50p1gmfYeKCom,47zz7sob9NUcODy0BTDvKx,0.693,0.758,5,-9.758,1,0.0369,0.378,0.00837,0.13,0.798,97.345
11217,IN,Jor'dan Armstrong,CHURCH GIRLS LOVE R&B,afrobeat,168209,24,False,55gxRMB0r52pUZZwh1obnS,2s0Vf0XkLyHCQfyvFDnTi8,0.664,0.622,2,-5.619,1,0.0475,0.249,0.0,0.115,0.282,79.972
11218,Ruff Ryders' Anthem - Re-Recorded,DMX,Greatest Hits with a Twist - Deluxe Edition,hardcore,231040,59,True,32SFvZODywPBVDYSYtqxCj,1HwM5zlC5qNWhJtM00yXzG,0.867,0.796,6,-4.73,1,0.0693,0.202,0.0,0.0838,0.776,92.766
11219,Treehouse,Erik Reno,Mirage,guitar,148604,38,False,4HtW4pnVho9FCLEhqga7GS,4QL7rtAbYIAQ3sIsffoIz0,0.581,0.0331,0,-28.333,1,0.0415,0.982,0.939,0.11,0.43,103.618
11220,你不認識我 - 台北觀光主題曲2021 feat. 奇樂女孩,Namewee,鬼才做音樂,malay,255627,31,False,5LG8cXQF6HI6JCAOc1Y7YA,24jrxG0tKcwgAzsLuPzyMi,0.792,0.633,5,-5.804,0,0.0373,0.668,0.0,0.127,0.503,108.013
11221,Ты больная…,Nikolai Erdenko,Чубчик,romance,292960,0,False,2vQ9ZJCNr4uDuZySDhH0iT,60EuoAM8LLXx5z10Wc33eR,0.529,0.645,1,-9.64,1,0.0472,0.731,0.0,0.0738,0.381,110.21
11222,30 Days In The Hole,Humble Pie,Smokin',blues,237266,54,False,3KG03fcha5gJBLyze9919W,2CxLP749mup3ncPrXgCnvU,0.605,0.482,9,-16.673,1,0.102,0.158,2.04e-05,0.196,0.831,119.819
11223,BILL$,DESTIN CONRAD,COLORWAY,chill,143092,53,True,0H6CZCG2F1N3XZWNZAVqE7,4jwROPSUkTkohLCRiyjiZZ,0.681,0.324,2,-8.565,0,0.123,0.399,2.32e-05,0.0754,0.431,135.088
11224,Missing Peace,JJ Heller,Missing Peace,acoustic,238733,55,False,5fTJGZ6k0zokfh5KLfe0sm,7dq8KEwf0kQXJhM79iwcPh,0.572,0.317,0,-9.108,1,0.0241,0.705,0.00385,0.528,0.38,78.009
11225,Drink to Have a Good Time,Doug Stanhope,Beer Hall Putsch,comedy,171000,27,True,5RrFyWrulgyFgTHxUPX7Kt,3z278gCXrOgHQFGPq9q5Uf,0.528,0.861,8,-4.317,1,0.672,0.854,0.0,0.931,0.82,85.819
11226,Mess Around,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",blues,160226,56,False,7DJsL4jyXA39GDiHFQYQ0t,1eYhYunlNJlDoQhtYBvPsi,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.808
11227,Mouthful of Diamonds,Phantogram,Eyelid Movies,chill,253426,49,False,2YvQY4h5KBhgF34YpNcz0z,1l9d7B8W0IHy3LqWsxP2SH,0.613,0.815,0,-4.541,1,0.0295,0.138,0.821,0.113,0.219,99.983
11228,Плакучие ивы,Надежда Обухова,Великие исполнители россии: надежда обухова,romance,188213,0,False,1OCQiEKVQwMJudMMtEuc86,4ihKD8QMwvNKdnq3Efr31h,0.316,0.11,10,-17.088,0,0.0487,0.99,0.0,0.0908,0.163,92.705
11229,Second Walk,John Frusciante,Shadows Collide With People,acoustic,102786,53,False,0v7zvN72z2XGANTHmX064E,7rN3Agir6FaZNfhf5V7mfN,0.428,0.985,4,-2.231,1,0.0581,0.0001,0.0,0.275,0.626,99.967
11230,"""Don Carlos"" Roderigo'S Death Aria",Nikolay Kopylov,Popular Opera Arias,romance,235547,0,False,3KKk48f33mlB56F5L5nbJk,7tsriTe10P5GRh33RcxWja,0.167,0.332,1,-9.888,1,0.0359,0.992,0.191,0.113,0.0527,62.97
11231,Courageous Battle,Norm MacDonald,Me Doing Standup,comedy,193946,36,True,4Kmph4iX1Na9QHVAQvMbGi,4zJBJBMBUDWrtXDgG5edS1,0.504,0.764,1,-8.746,0,0.947,0.761,0.0,0.914,0.312,78.38
11232,Be Still,Hillsong Worship,There Is More (Studio Sessions),world-music,321786,39,False,0M6NvYIXg9XLEJN58SZs1r,3SgHzT552wy2W8pNLaLk24,0.37,0.37,7,-11.409,0,0.029,0.0639,3.99e-05,0.0891,0.108,74.454
11233,Betcha by Golly Wow (Live),The Stylistics,Betcha by Golly Wow (Live),disco,253004,51,False,0w6qnStMvC77oV25dTSiYg,2O0Hw1WSMbskB5tD9aWah3,0.43,0.56,3,-9.62,1,0.0268,0.362,0.000107,0.495,0.391,72.238
11234,One Margarita,Luke Bryan,One Margarita,country,193426,64,False,6NhS5LwYbJ6xD7BGvlWRJO,0BvkDsjIUla7X0k6CSWh1I,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997
11235,Great Is Thy Faithfulness (Beginning to End) [feat. Mike Weaver] (feat. Mike Weaver),one sonic society,Great Is Thy Faithfulness (Beginning to End) [feat. Mike Weaver] (feat. Mike Weaver),world-music,250426,45,False,1W5mifA8dmXAkeich4GPFK,2PmYKBQgsjegT3k5C6pkqW,0.478,0.347,0,-7.43,1,0.0261,0.0672,0.0,0.0838,0.28,99.947
11236,Lelaki Ini,Anuar Zain,Lagu Gerek!,malay,311520,29,False,3uFBxv4BuP7R1AQ2eTI0FU,4jseSNWUg2haVIdUZS8R1a,0.436,0.544,4,-4.28,0,0.0331,0.266,0.0,0.311,0.279,120.025
11237,Shaky Bridges,Sean McConnell,Secondhand Smoke,acoustic,208813,49,False,2iDu5rmcBZwd70LBGbKWUm,42N7nSYb8pRmVpBpkLSHVC,0.517,0.379,10,-8.849,1,0.0303,0.79,0.0,0.0906,0.594,76.68
11238,How Deep Is Your Love - Acoustic,Matt Johnson,How Deep Is Your Love (Acoustic),acoustic,167914,56,False,5xQP2td9E7eEllqNf6L3ZB,7HXBbxW6YwU8lvgBew2p2A,0.658,0.31,8,-10.451,1,0.0278,0.869,0.0,0.108,0.491,106.107
11239,Сердце,Pyotr Leshchenko,"Золотая коллекция, Ч. 3",romance,171284,6,False,7KHqssi6IR2isrdkUTS7Wc,1EzoeBr9Fn6qAgLjl3JZ5T,0.538,0.23,2,-9.326,1,0.0655,0.948,0.000805,0.0582,0.491,115.416
11240,Butterfly - Prologue Mix,BTS,The Most Beautiful Moment in Life: Young Forever,k-pop,295127,57,False,0XwvxY5yMRI7vh55eBRe3B,3Nrfpe0tUJi4K4DXYWgMUX,0.373,0.541,1,-6.451,1,0.0526,0.0446,0.001,0.0909,0.134,69.98
